title,description,mediaType,eps,duration,ongoing,sznOfRelease,years_running,studio_primary,studios_colab,contentWarn,watched,watching,wantWatch,dropped,rating,votes,tag_Based_on_a_Manga,tag_Comedy,tag_Action,tag_Fantasy,tag_Sci_Fi,tag_Shounen,tag_Original_Work,tag_Non_Human_Protagonists,tag_Drama,tag_Adventure,tag_Family_Friendly,tag_Short_Episodes,tag_School_Life,tag_Romance,tag_Shorts,tag_Slice_of_Life,tag_Seinen,tag_Supernatural,tag_Magic,tag_Animal_Protagonists,tag_Ecchi,tag_Mecha,tag_Based_on_a_Light_Novel,tag_CG_Animation,tag_Superpowers,tag_Others,tag_missing
Hiroya Ozaki: Glory Days,"The official music video for Koukyoushihen: Eureka Seven - Hi-Evolution's first movie's ending theme, performed by Hiroya Ozaki.",Music Video,1,4,FALSE,is_missing,0,is_missing,0,0,105,3,53,2,3.417,62,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tales of Phantasia,"Ten years after the evil lord Dhaos was sealed away, preventing him from invading Aselia, he has been set free by his loyal minions. His goal is to take control of the mana tree. With powerful sorcerers falling by the wayside, it seems that no one can stop Dhaos – that is, no one except a group of teenagers who must travel to the past to prevent Dhaos from being reborn! Now, Cless, Mint and Chester must find a way to save humanity and defeat Dhaos, just as their parents did before them.",OVA,4,29,FALSE,is_missing,2,Others,0,0,3649,84,2254,80,3.416,2261,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gear Fighter Dendoh,"One starry night, a red light crashes down on an island in Japan, carrying with it 6 data weapons and a turquoise-haired girl. Seventeen years later, ""Gulfer"", a machine empire out to kill all living beings and conquer the universe, plants itself an outpost on the Moon and commences attacks on the Earth. GEAR, a secret organization established to counter the Gulfer, defends Earth from this threat. Dendoh, GEAR's main fighting weapon against the Gulfer, chooses two elementary school kids named Hokuto Kusanagi and Ginga Izumo to pilot it, and with GEAR's and the 6 data weapons' help, they fight to protect the Earth from the Gulfer.",TV,38,,FALSE,Fall,1,Sunrise,0,0,262,21,193,27,3.416,166,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sekishoku Elegy,,OVA,1,,FALSE,is_missing,0,Toei Animation,0,0,20,1,41,0,3.416,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Children of the Whales Specials,,DVD Special,2,,FALSE,is_missing,0,J.C. Staff,0,0,234,32,758,7,3.416,110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Future Card Buddyfight Triple D,"Gao Mikado, a 6th year student of the Aibo Academy Elementary Division, is partnered with Dragon of the Sun, Bal Dragon, a monster born from a mysterious egg. To earn the coveted title as the strongest fighter in the world, Gao and Bal team up to challenge other fighters in the ""World Buddy Cup"". The two will have to battle others in a card game called Buddyfight, which allows monsters to fight alongside humans as buddies. Their rivals include ex-Buddy Police Tasuku Ryuenji, and the self-proclaimed strongest combination, Gaito Kurouzu and his buddy monster Black Death Dragon, Abygale.",TV,51,,FALSE,Spring,1,OLM,1,0,145,51,168,24,3.415,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Intrigue in the Bakumatsu: Irohanihoheto,"It is the era of Bakumatsu – the last years of the shogunate. In the general turmoil caused by warring groups with different political interests, a curious theatrical group known as the Yuyama Troupe is set out for revenge. They come across a mysterious young swordsman, Akizuki Youjirou, who seems to be burdened with a dark past. Thrown around by currents of history, powerful people from different factions and personal relations, Akizuki tries to fulfill his mission to destroy an ancient, cursed relic, the Lord’s Head, which has caused chaos and bloodshed for thousands of years.",TV,26,,FALSE,Fall,1,Sunrise,0,0,3419,595,4201,615,3.415,2937,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Overlord: Ple Ple Pleiades Theatrical Version,,DVD Special,2,13,FALSE,is_missing,0,MADHOUSE,0,0,666,30,368,12,3.415,373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tao Tao Ehonkan Sekai Doubutsu Banashi,"In China, there is a beautiful and peaceful valley that is home to a small panda named Tao Tao. He lives in harmony with many wonderful friends such as Kiki the monkey, Chipta the woodpecker, Purpur the squirrel, some bunny brothers and other animals. And while Tao Tao and the gang often encounter a problem they can't solve on their own, Tao Tao's mother always manages to tell them amazing and helpful stories that help them along the way.",TV,52,,FALSE,is_missing,0,is_missing,0,0,177,5,74,21,3.415,119,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kurenai OVA,A series of short stories that follow the cast of Kure-nai shows the characters' everyday happenings and reveal more of their eccentric behaviors and personalities.,OVA,2,30,FALSE,is_missing,0,is_missing,0,0,1497,93,709,43,3.415,1034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Disney Tsum Tsum,,Web,37,2,TRUE,is_missing,6,Others,0,0,155.5,80,172,26,3.414,63,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi","Konoha sometimes sees Touko on the street, reading simultaneously as she walks to school. One day, he joins her in the library where she requests for him to write a story. Together, the two discuss literature and escape into their imaginations.",OVA,1,17,FALSE,is_missing,0,Production I.G,0,0,2153,36,1105,21,3.414,1494,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The 8th Son? Are You Kidding Me?,"Shingo Ichinomiya, a 25-year-old man working at a firm company, while thinking of tomorrow's busy working day, goes to sleep. However, when he woke up, he found himself in a room unknown to him and realized that he is inside a 6-years-old body, taking over his body and mind. He soon learns from the memories of the boy that the boy was born as the youngest child of a poor noble family living in a back country. Having no administrative skill, he can't do anything to manage the vast land his family has. Fortunately, he is blessed with a very rare talent, the talent of magic. Unfortunately, while his talent could bring prosperity to his family, in his situation it only brought disaster. This is the story of the boy, Wendelin Von Benno Baumeister, opening his own path in a harsh world.",TV,11,,TRUE,Spring,0,Shin-Ei Animation,1,0,119,4514,2895,267,3.428,1670,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Bemubemu Hunter Kotengu Tenmaru,,TV,19,,FALSE,is_missing,0,Toei Animation,0,0,21,2,35,2,3.414,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobra The Animation: The Psychogun,"For Cobra, a space pirate wanted across the galaxy for his infamous deeds, life has always been one narrow escape after another. But events take an exceptional turn when what should have been a straightforward heist once again gets him embroiled in the schemes of the evil Pirate Guild. This time the Guild is after Professor Utopia More, a woman whose research on some very strange sea creatures just uncovered the secrets of the universe. With the Guild no doubt wanting that power for their evil purposes, Cobra sees no recourse but to help a damsel in distress and finally get revenge on some old enemies. In the end, giant fish, mollusks, and saving the universe are all in a day's work for the man they call Psychogun.",OVA,4,,FALSE,is_missing,1,Others,0,0,686,23,742,31,3.414,428,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ixion Saga: Dimension Transfer,"Kon is a normal teenage boy who is spends his time playing a MMRPG where he is going nowhere, that is, until a girl in the game asks him for his help in the ""real world"" and he agrees. Then he does go somewhere - where, he isn't sure, but it is a fantasy setting much like the game, though nothing looks familiar. He saves a princess and her followers upon his arrival from the sky, when he lands squarely upon the leader of the group threatening them. He ends up joining the princess's group as he searches for a way back to his own world.",TV,25,,FALSE,Fall,1,is_missing,0,0,4649,1157,2779,962,3.414,4177,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyper Police,"In a post-apocalyptic future, mankind now lives alongside demons, spirits and other supernatural beings. Everyone is interested in coexistence, but every society has rotten apples. The bounty hunter group ""Hyper Police"" does its part to catch and contain criminals, and with employees such as the half-cat, half-human Natsuki and Batanen the werewolf, law-breakers better watch out.",TV,25,,FALSE,Spring,0,Studio Pierrot,0,0,1240,109,1368,151,3.413,856,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Quest: Dai no Daibouken - Buchiyabure!! Shinsei 6 Daishougun,,Movie,1,40,FALSE,is_missing,0,Toei Animation,0,0,177,7,145,5,3.413,81,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osomatsu-kun (1988),"The would-be hijinks of the mischievous Matsuno sextuplets are hijacked from episode one by colorful buck-toothed con man Iyami and Chibita, his bald munchkin sidekick. Nearly every episode is a standalone comedy cavalcade with the above cast as well as other quirky locals who show up in a number of different roles as the series shifts effortlessly between time periods and genres, but in most cases, Iyami and Chibita are front and center as partners in crime, a couple of sad sacks scraping by but carrying out scammy schemes in order to get rich quick.",TV,86,,FALSE,is_missing,1,Studio Pierrot,0,0,91,30,206,29,3.417,85,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Slump: Arale-chan,"Dr. Slump creates a little android girl, Arale, who is very stong, happy, and totally common senseless. They live in Penguin Village where the strangest things happen (e.g., the dawn is announced by a little pig wearing a basquee).",TV,243,24,FALSE,is_missing,5,Toei Animation,0,0,813,75,382,116,3.413,591,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichigo 100% - Jump Festa 2004,"Waking from a nightmare involving his beautiful female friends, Junpei only finds his day is about to get much, much worse. With the film club’s script finally being ready, the group travel to a cabin in the forest to make their movie. As he’s easily distracted from his scripted lines, Junpei is ordered to go meet Aya at the train station – but a freak thunderstorm forces the young couple to take shelter in an abandoned house. They’re soaking wet, and the only solution is to remove all of their clothing and wait for the rain to stop. Can Junpei keep his cool and his boxers on, especially as all the panty-clad Aya wants is to huddle closer to stay warm?",Other,1,24,FALSE,is_missing,0,MADHOUSE,0,0,6866,51,1732,56,3.412,3904,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sakura Trick,"Best friends Haruka and Yuu have just entered their first year at Misato West High School, a facility scheduled to be shut down in three years. The duo have been inseparable since middle school, but moving to a new school means making new friends. So together, the pair decides they’ll share something special that they won’t do with the other girls: they’ll share a passionate kiss. Now, the two, along with new companions Kotone, Shizuku, Kaede and Yuku, begin their high school days together, having plenty of fun - and sharing plenty of intimate kisses - along the way.",TV,12,,FALSE,Winter,0,Studio Deen,0,0,6552,848,3644,848,3.412,5662,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Dominion Tank Police,"Many years in the future, crime is out of hand. In order keep the city safe, the Tank Police were created. The Tank Police are an elite unit that uses massive tanks to bring criminals to justice, yet many feel they do more damage than they are worth. Leona is a rookie, and within her first few days on the force she is already knee-deep in trouble.",OVA,4,,FALSE,is_missing,1,Others,0,0,3166,61,1089,93,3.412,2149,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Pokemon Movie 12: Arceus and the Jewel of Life,"Thousands of years ago, the deity pokemon Arceus was injured and fell from the sky, only to be saved by a man named Damos who rushed to the monster's aid. In gratitude, Arceus loaned Damos a fragment of its power, the Jewel of Life, which the man used to restore the ruined Machina Town. But when it came time to reclaim the jewel, Arceus was betrayed and fell into a deep slumber, vowing vengeance on all of mankind. In the present, Ash and his friends arrive at Machina Town just in time for the beast to awaken and unleash its wrath upon the world, and it's up to Ash to go back in time to make things right. With the help of the legendary Dialga, Palkia, and Giratina, can Arceus' powerful rampage in the present be kept in check until Ash can quell its righteous anger in the past?",Movie,1,94,FALSE,is_missing,0,OLM,0,0,11787,30,1444,31,3.41,6200,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobra The Animation: Time Drive,"Cobra's beloved cyborg companion, Armaroid Lady, is fading away and nobody knows why. To find out how to save her, he journeys to the Spring of Time, where he can dive into time itself and see events long gone. While swimming through Lady's past, he accidentally gets caught in a vortex and finds himself transported back in time. Once there, he encounters the beautiful princess Emeralda of the Sanborn duchy - the very woman he loved and who will become Armaroid Lady. Now Cobra must confront not only Emeralda's political enemies, Lord Gilos and his murderous bodyguard Manidou, but the ghosts of the past as well, all the while desperately hoping to discover what is making Lady's future existence disappear.",OVA,2,,FALSE,is_missing,0,Others,0,0,602,19,489,20,3.411,370,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mahoujin Guru Guru Movie,"Legend tells of a Pickle of Happiness which can grant a single wish; but obtaining the item is not easy, as it is guarded by the fierce Megalo Dragon, atop Megalo Mountain. The Pickle can only be eaten by a hero, so who better to find it than Nike and his traveling companion, Kukuri the mage? On their way to defeat the Demon King Giri the duo decides to take the Pickle for themselves - but fierce rivals stand in their way! With the help of their usual bizarre traveling companions (including a loincloth-wearing wind spirit and a danceaholic half-naked old man), can Nike and Kukuri devour this tasty morsel?",Movie,1,30,FALSE,is_missing,0,Nippon Animation,0,0,327,10,276,6,3.411,182,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Black Heaven,"Meet Tanaka Oji: lead guitarist of a hard rock band in his youth, now an aging salaryman who has all but given up on his old dreams. Trudging through a boring day-to-day life, he gets a rude awakening when his musical talents are once again called upon — to save the galaxy from invaders, no less... but with age come responsibility; he has a family to look after and can’t just give up his day job, no matter how hot and blonde the reason. The time has come for a decision; will he once again try to live out his dream and rebel, or conform to the demands of society?",TV,13,,FALSE,Summer,0,AIC,1,0,2257,169,2189,245,3.411,1680,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.hack//SIGN - Unison,"The World is safe from viruses and harm. Kite, along with the Twilight Bracelet, is ridding the land of stray viruses, while the cast of .hack//SIGN and the .hack games continue to enjoy their time in The World as players. But a celebration is on the horizon! With Helba's guile to take the blame, Tsukasa, Mimiru, Kite, Elk, and the rest of the gang are finally going to meet or be reunited for one last party!",OVA,1,,FALSE,is_missing,0,Others,0,0,6632,55,2721,43,3.411,3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
